trainer_id,name,"Total Parent 
Response Rate %",Total Teacher Response Rate %,Total Student Response Rate %,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score,domain
14K023,P.S. 023 CARTER G. WOODSON,67,100,,3.34,3.66,2.92,,4.18,4.1,Unknown
14K031,P.S. 031 SAMUEL F. DUPONT,79,85,,,,,,,4.08,Unknown
14K034,P.S. 034 OLIVER H. PERRY,94,94,,3.54,3.63,4.25,,4.49,3.92,Unknown
14K050,J.H.S. 050 JOHN D. WELLS,73,93,90.0,4.35,4.19,3.79,,4.1,4.75,Unknown
14K059,P.S. 059 WILLIAM FLOYD,100,93,,3.65,4.17,4.05,,4.44,4.17,Unknown
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,96,95,96.0,3.55,3.86,3.62,,4.64,4.15,Unknown
14K084,P.S. 084 JOSE DE DIEGO,59,97,98.0,3.7,3.43,3.6,,4.4,3.7,Unknown
14K110,P.S. 110 THE MONITOR,82,97,,3.52,4.15,4.35,,3.89,3.97,Unknown
14K120,P.S. 120 CARLOS TAPIA,100,88,,4.35,4.08,4.87,,4.15,3.91,Unknown
14K126,JOHN ERICSSON MIDDLE SCHOOL 126,75,82,95.0,3.71,3.86,3.84,,3.73,3.66,Unknown
14K132,P.S. 132 THE CONSELYEA SCHOOL,49,80,,4.19,3.24,4.65,,4.32,3.4,Unknown
14K147,P.S. 147 ISAAC REMSEN,83,96,,4.68,4.63,4.17,,4.66,4.33,Unknown
14K157,P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY,38,53,33.0,,,,,,3.62,Unknown
14K196,P.S. 196 TEN EYCK,75,90,,4.73,4.57,4.0,,4.49,4.55,Unknown
14K250,P.S. 250 GEORGE H. LINDSAY,68,63,,3.45,2.89,2.69,,3.84,3.06,Unknown
14K257,P.S. 257 JOHN F. HYLAN,82,100,,4.25,4.84,3.87,,4.49,4.7,Unknown
14K297,P.S. 297 ABRAHAM STOCKTON,87,100,,3.55,3.97,3.1,,4.32,3.93,Unknown
14K318,I.S. 318 EUGENIO MARIA DE HOSTOS,60,84,83.0,4.11,3.99,4.07,,3.49,3.84,Unknown
14K319,P.S. 319,98,100,,4.95,4.52,4.06,,4.91,4.62,Unknown
14K380,P.S. 380 JOHN WAYNE ELEMENTARY,100,100,,,,,,,3.44,Unknown
14K414,BROOKLYN ARBOR ELEMENTARY SCHOOL,54,86,,4.37,3.91,4.23,,4.74,4.12,Unknown
14K449,"BROOKLYN LATIN SCHOOL, THE",23,82,93.0,4.12,2.89,4.86,,2.48,3.64,Unknown
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,21,85,67.0,4.04,3.72,3.95,,3.66,4.04,Unknown
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2,85,56.0,3.03,3.45,3.95,,3.64,2.94,Unknown
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,24,88,63.0,3.34,3.22,2.69,,4.32,3.87,Unknown
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",28,81,60.0,2.94,2.79,3.72,,3.26,2.45,Unknown
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,19,84,68.0,4.58,4.34,3.59,,4.21,4.43,Unknown
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,58,100,89.0,4.34,3.81,4.0,,3.76,3.77,Unknown
14K561,WILLIAMSBURG PREPARATORY SCHOOL,28,100,84.0,4.35,3.92,3.63,,4.08,4.27,Unknown
14K577,CONSELYEA PREPARATORY SCHOOL,93,97,98.0,4.33,3.93,4.64,,3.83,3.68,Unknown
14K582,M.S. 582,54,89,97.0,3.59,3.7,3.75,,3.83,3.75,Unknown
14K586,LYONS COMMUNITY SCHOOL,19,100,84.0,3.64,3.88,3.51,,4.07,4.19,Unknown
14K610,AUTOMOTIVE HIGH SCHOOL,26,100,75.0,2.62,2.86,3.08,,3.61,2.75,Unknown
14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,73,97,83.0,3.43,3.95,3.57,,1.85,2.64,Unknown
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,26,100,83.0,,,,,,4.55,Unknown
14K923,AUTOMOTIVE HIGH SCHOOL YABC,3,63,45.0,3.42,3.67,3.78,,,,Unknown
15K001,P.S. 001 THE BERGEN,53,59,,3.02,3.18,3.01,,4.01,3.5,Unknown
15K010,"MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLOGY",38,39,,3.18,3.79,3.71,,4.4,3.55,Unknown
15K015,P.S. 015 PATRICK F. DALY,48,71,,,,,,,4.24,Unknown
15K024,P.S. 024,43,100,,2.99,2.99,1.95,,3.84,3.66,Unknown
15K029,P.S. 029 JOHN M. HARRIGAN,65,65,,4.42,4.07,4.83,,4.57,4.34,Unknown
15K032,P.S. 032 SAMUEL MILLS SPROLE,73,100,,3.36,3.02,3.12,,4.01,3.44,Unknown
15K038,P.S. 038 THE PACIFIC,44,68,,,,,,,3.81,Unknown
15K039,P.S. 039 HENRY BRISTOW,66,100,,4.16,2.45,4.86,,4.49,3.2,Unknown
15K051,M.S. 51 WILLIAM ALEXANDER,45,96,93.0,3.66,3.7,3.55,,2.28,2.99,Unknown
15K058,P.S. 058 THE CARROLL,73,86,,4.44,3.53,3.96,,4.4,3.7,Unknown
15K088,J.H.S. 088 PETER ROUGET,36,80,95.0,4.53,4.51,4.54,,3.5,3.68,Unknown
15K094,P.S. 094 THE HENRY LONGFELLOW,95,97,,3.14,3.58,3.24,,3.93,4.01,Unknown
15K107,P.S. 107 JOHN W. KIMBALL,80,97,,3.84,4.39,3.77,,4.4,4.14,Unknown
15K118,THE MAURICE SENDAK COMMUNITY SCHOOL,75,100,,4.1,3.26,4.41,,4.4,3.74,Unknown
15K124,P.S. 124 SILAS B. DUTCHER,100,100,,3.03,3.18,2.89,,4.1,3.78,Unknown
15K130,P.S. 130 THE PARKSIDE,63,100,,4.2,4.7,4.09,,4.4,4.19,Unknown
15K131,P.S. 131 BROOKLYN,89,100,,4.46,3.88,4.43,,4.23,3.8,Unknown
15K136,I.S. 136 CHARLES O. DEWEY,54,92,97.0,4.39,4.28,3.63,,4.14,4.2,Unknown
15K146,"THE BROOKLYN NEW SCHOOL, P.S. 146",49,85,,4.85,4.54,4.89,,4.66,4.86,Unknown
15K154,THE WINDSOR TERRACE SCHOOL,57,79,,,,,,,4.25,Unknown
15K169,P.S. 169 SUNSET PARK,85,73,,3.31,3.3,3.77,,3.89,2.84,Unknown
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,100,100,,4.74,4.66,4.79,,4.49,4.5,Unknown
15K230,P.S. 230 DORIS L. COHEN,49,100,,3.83,3.99,4.73,,4.32,4.19,Unknown
15K261,P.S. 261 PHILIP LIVINGSTON,57,100,,,,,,,3.93,Unknown
15K295,P.S. 295,60,100,,3.38,2.47,4.18,,4.32,3.48,Unknown
15K321,P.S. 321 WILLIAM PENN,51,55,,4.81,4.76,4.94,,4.66,4.77,Unknown
15K418,P.S. 372 -THE CHILDREN'S SCHOOL,56,96,,4.08,3.02,4.06,,4.4,2.96,Unknown
15K423,BROOKLYN FRONTIERS HIGH SCHOOL,15,100,52.0,4.4,4.26,4.11,,4.25,4.61,Unknown
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,66,100,95.0,3.66,4.21,3.75,,3.57,3.57,Unknown
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,42,73,94.0,4.08,3.58,4.31,,3.3,3.85,Unknown
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,48,73,97.0,4.35,3.75,4.7,,3.16,3.69,Unknown
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,73,100,99.0,4.17,3.7,4.18,,3.89,3.99,Unknown
15K448,BROOKLYN COLLABORATIVE STUDIES,28,84,73.0,4.36,3.75,4.17,,4.15,3.8,Unknown
15K462,JOHN JAY SCHOOL FOR LAW,24,91,76.0,3.66,1.92,4.34,,2.17,2.15,Unknown
15K463,SECONDARY SCHOOL FOR JOURNALISM,14,21,64.0,,,,,,,Unknown
15K464,PARK SLOPE COLLEGIATE,17,67,80.0,3.13,3.26,3.89,,2.87,3.04,Unknown
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,39,93,82.0,3.82,3.76,3.78,,3.16,3.41,Unknown
15K516,SUNSET PARK AVENUES ELEMENTARY SCHOOL,66,93,,,,,,,4.17,Unknown
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,30,83,54.0,3.4,3.43,3.95,,4.42,2.97,Unknown
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,57,94,42.0,3.61,3.55,3.07,,2.24,3.3,Unknown
15K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,43,77,57.0,3.6,3.39,3.36,,3.07,3.92,Unknown
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,23,94,92.0,4.19,4.03,3.63,,4.17,4.1,Unknown
15K667,SUNSET PARK HIGH SCHOOL,28,89,73.0,2.89,3.5,3.21,,3.32,2.87,Unknown
15K676,RED HOOK NEIGHBORHOOD SCHOOL,100,71,,3.12,2.46,2.27,,2.51,3.05,Unknown
15K684,MILLENNIUM BROOKLYN HS,54,97,87.0,4.67,4.25,4.15,,3.66,4.46,Unknown
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,38,93,48.0,4.62,4.7,3.61,,4.07,4.35,Unknown
15K821,SUNSET PARK PREP,32,95,81.0,3.23,3.2,3.26,,2.52,3.99,Unknown
15K839,M.S. 839,40,100,88.0,3.63,3.55,3.77,,3.74,3.57,Unknown
15K863,PRE-K CENTER AT BISHOP FORD SCHOOL SITE,30,46,,,,,,,,Unknown
15K896,P.S. 896,85,100,,,,,,,,Unknown
16K005,P.S. 005 DR. RONALD MCNAIR,58,78,,2.41,1.87,3.0,,3.84,2.43,Unknown
16K021,P.S. 021 CRISPUS ATTUCKS,98,63,,3.48,3.78,3.35,,4.18,4.07,Unknown
16K025,P.S. 025 EUBIE BLAKE SCHOOL,61,100,,3.95,3.97,3.85,,3.67,3.13,Unknown
16K026,P.S. 026 JESSE OWENS,59,87,,3.76,3.98,4.35,,4.66,4.3,Unknown
16K028,P.S. 028 THE WARREN PREP ACADEMY,82,100,,3.31,4.04,3.17,,4.23,3.01,Unknown
16K035,M.S. 035 STEPHEN DECATUR,92,100,99.0,4.02,4.8,4.17,,4.69,4.43,Unknown
16K040,P.S. 040 GEORGE W. CARVER,31,97,,4.04,4.33,3.3,,4.32,4.6,Unknown
16K057,J.H.S. 057 WHITELAW REID,47,100,99.0,,,,,,2.95,Unknown
16K081,P.S. 081 THADDEUS STEVENS,80,97,,3.42,3.42,2.26,,3.67,3.52,Unknown
16K243,P.S. 243K- THE WEEKSVILLE SCHOOL,53,62,,3.63,3.17,2.63,,3.79,3.79,Unknown
16K262,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,55,94,,3.63,3.6,3.52,,4.35,3.79,Unknown
16K267,"M.S. 267 MATH, SCIENCE & TECHNOLOGY",73,100,100.0,4.47,4.62,4.72,,4.15,4.31,Unknown
16K308,P.S. 308 CLARA CARDWELL,71,50,94.0,3.2,3.36,2.96,,3.42,3.44,Unknown
16K309,P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY,66,100,,3.13,3.24,3.02,,4.32,3.16,Unknown
16K335,P.S. 335 GRANVILLE T. WOODS,58,96,,3.62,3.51,2.51,,3.84,3.89,Unknown
16K455,BOYS AND GIRLS HIGH SCHOOL,43,81,77.0,3.53,3.41,2.83,,3.88,3.57,Unknown
16K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,23,61,47.0,3.31,3.12,2.63,,3.35,3.4,Unknown
16K627,BRIGHTER CHOICE COMMUNITY SCHOOL,49,83,,4.35,3.88,3.99,,3.98,4.01,Unknown
16K628,BROOKLYN BROWNSTONE SCHOOL,75,85,,,,,,,4.45,Unknown
16K669,RESEARCH AND SERVICE HIGH SCHOOL,10,94,62.0,3.85,4.02,3.06,,3.64,3.62,Unknown
16K681,MADIBA PREP MIDDLE SCHOOL,54,58,96.0,3.54,3.42,3.74,,4.36,4.11,Unknown
16K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,53,100,85.0,3.21,3.1,2.67,,3.62,4.12,Unknown
16K765,NELSON MANDELA HIGH SCHOOL,15,100,94.0,2.3,2.82,2.6,,3.91,2.59,Unknown
16K898,M.S. 898,71,100,100.0,,,,,,,Unknown
16K959,BOYS AND GIRLS YABC,19,72,42.0,3.83,4.08,3.82,,4.83,4.76,Unknown
17K002,PARKSIDE PREPARATORY ACADEMY,61,83,98.0,,,,,,3.3,Unknown
17K006,NORMA ADAMS CLEMONS ACADEMY,44,89,,4.25,3.66,4.65,,3.64,3.61,Unknown
17K012,DR. JACQUELINE PEEK-DAVIS SCHOOL,47,55,,3.83,3.62,3.44,,3.08,3.56,Unknown
17K061,M.S. 061 DR. GLADSTONE H. ATWELL,42,52,83.0,2.73,3.38,3.81,,3.26,2.86,Unknown
17K091,P.S. 091 THE ALBANY AVENUE SCHOOL,94,100,,3.38,3.48,2.67,,3.25,3.23,Unknown
17K092,P.S. 092 ADRIAN HEGEMAN,45,60,,3.43,3.36,2.39,,3.76,3.9,Unknown
17K122,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH),59,86,78.0,3.4,3.58,3.36,,4.06,4.01,Unknown
17K138,P.S. 138 BROOKLYN,48,96,92.0,3.93,4.26,4.93,,4.49,4.45,Unknown
17K161,P.S. 161 THE CROWN,39,75,,3.47,3.65,2.83,,4.18,4.16,Unknown
17K181,P.S. 181 BROOKLYN,38,51,90.0,2.88,3.16,2.75,,3.16,3.44,Unknown
17K189,P.S. 189 THE BILINGUAL CENTER,62,92,95.0,3.83,3.62,3.75,,3.72,4.01,Unknown
17K191,P.S. 191 PAUL ROBESON,58,100,,3.89,4.66,4.2,,4.23,4.41,Unknown
17K221,P.S. 221 TOUSSAINT L'OUVERTURE,68,58,,3.61,3.76,2.42,,4.01,4.29,Unknown
17K241,P.S. 241 EMMA L. JOHNSTON,65,64,,4.08,3.63,4.41,,4.06,3.72,Unknown
17K246,M.S. 246 WALT WHITMAN,50,91,90.0,3.41,3.4,3.25,,2.55,3.55,Unknown
17K249,P.S. 249 THE CATON,94,76,,4.63,4.06,4.71,,3.98,3.98,Unknown
17K289,P.S. 289 GEORGE V. BROWER,21,61,,2.89,3.42,2.92,,3.5,3.33,Unknown
17K316,P.S. 316 ELIJAH STROUD,45,85,,,,,,,3.66,Unknown
17K340,I.S. 340,48,94,92.0,3.12,3.28,3.54,,3.48,3.29,Unknown
17K352,EBBETS FIELD MIDDLE SCHOOL,98,100,98.0,3.29,3.14,3.26,,3.86,3.01,Unknown
17K353,ELIJAH STROUD MIDDLE SCHOOL,44,63,99.0,3.7,3.83,3.45,,3.91,3.82,Unknown
17K354,THE SCHOOL OF INTEGRATED LEARNING,96,97,99.0,4.63,4.57,4.95,,4.55,4.57,Unknown
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,51,91,,3.47,3.46,3.22,,3.5,3.17,Unknown
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,7,100,91.0,4.08,3.56,3.08,,2.94,3.05,Unknown
17K394,M.S. K394,53,100,96.0,3.22,3.73,2.89,,3.25,4.22,Unknown
17K397,P.S. 397 FOSTER-LAURIE,78,89,,3.94,3.98,4.2,,4.32,4.05,Unknown
17K398,P.S. 398 WALTER WEAVER,72,87,,4.36,4.17,4.07,,3.98,4.3,Unknown
17K399,P.S. 399 STANLEY EUGENE CLARK,65,100,,3.87,4.33,2.78,,3.42,3.46,Unknown
17K408,ACADEMY OF HOSPITALITY AND TOURISM,84,100,95.0,3.5,3.61,2.94,,2.84,3.89,Unknown
17K467,ERASMUS YABC,3,50,48.0,3.99,4.45,3.71,,,,Unknown
17K484,RONALD EDMONDS LEARNING CENTER II,46,100,92.0,4.99,4.33,3.87,,4.63,4.91,Unknown
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,18,77,71.0,4.25,4.02,4.4,,4.65,4.1,Unknown
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,67,100,88.0,,,,,,2.66,Unknown
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",51,93,97.0,3.57,3.6,3.49,,3.08,3.58,Unknown
17K532,NEW BRIDGES ELEMENTARY,62,98,,4.41,3.94,2.8,,4.52,4.81,Unknown
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,39,92,70.0,4.41,4.09,3.83,,3.89,3.92,Unknown
17K539,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,35,96,50.0,3.51,3.4,3.15,,4.27,3.26,Unknown
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",87,82,93.0,4.69,4.49,4.23,,4.85,4.38,Unknown
17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,42,82,84.0,2.96,3.65,3.56,,3.71,3.87,Unknown
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,46,95,88.0,3.09,3.42,3.05,,3.22,3.49,Unknown
17K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE,11,83,81.0,3.73,3.99,3.09,,2.65,3.53,Unknown
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,36,100,82.0,3.52,2.5,3.1,,3.72,2.69,Unknown
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,54,19,38.0,,,,,4.57,3.42,Unknown
17K600,CLARA BARTON HIGH SCHOOL,23,89,75.0,3.28,3.4,2.49,,2.79,2.86,Unknown
17K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,13,92,50.0,2.6,3.44,2.78,,3.56,3.67,Unknown
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,64,96,,3.2,3.28,2.96,,4.23,3.15,Unknown
17K722,NEW HEIGHTS MIDDLE SCHOOL,57,85,69.0,,,,,,2.88,Unknown
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,46,100,93.0,3.59,3.93,3.86,,3.92,3.46,Unknown
17K751,ACADEMY FOR HEALTH CAREERS,13,71,78.0,3.69,3.07,2.85,,3.42,2.69,Unknown
17K770,P.S. 770 NEW AMERICAN ACADEMY,75,60,,3.39,4.02,3.46,,4.06,3.12,Unknown
18K066,P.S. 66,27,81,92.0,3.93,3.83,3.33,,3.72,3.1,Unknown
18K068,I.S. 068 ISAAC BILDERSEE,22,71,85.0,4.45,3.75,4.61,,3.35,3.83,Unknown
18K114,P.S. 114 RYDER ELEMENTARY,50,80,,3.29,3.51,3.42,,3.89,3.1,Unknown
18K115,P.S. 115 DANIEL MUCATEL SCHOOL,49,100,,3.47,3.45,3.12,,4.15,3.46,Unknown
18K135,P.S. 135 SHELDON A. BROOKNER,57,76,,3.15,2.83,2.12,,2.99,2.57,Unknown
18K208,P.S. 208 ELSA EBELING,47,50,,3.01,3.1,3.34,,3.98,2.68,Unknown
18K211,I.S. 211 JOHN WILSON,7,55,71.0,3.69,3.88,3.98,,4.14,3.63,Unknown
18K219,P.S. 219 KENNEDY-KING,37,41,,1.95,2.12,2.19,,2.74,2.4,Unknown
18K233,P.S. 233 LANGSTON HUGHES,58,94,,3.81,3.45,2.71,,3.62,4.28,Unknown
18K235,P.S. 235 JANICE MARIE KNIGHT SCHOOL,36,76,99.0,2.69,3.16,3.09,,3.5,3.26,Unknown
18K244,P.S. 244 RICHARD R. GREEN,52,73,,3.28,3.08,3.47,,3.59,2.74,Unknown
18K268,P.S. 268 EMMA LAZARUS,31,45,,3.46,3.52,3.23,,4.1,3.98,Unknown
18K272,P.S. 272 CURTIS ESTABROOK,61,81,,2.88,3.06,3.24,,3.33,2.85,Unknown
18K276,P.S. 276 LOUIS MARSHALL,67,83,,3.69,3.51,2.73,,3.42,3.69,Unknown
18K279,P.S. 279 HERMAN SCHREIBER,58,70,,3.09,3.55,3.37,,3.84,3.31,Unknown
18K285,I.S. 285 MEYER LEVIN,30,77,89.0,3.8,3.48,3.68,,3.22,3.65,Unknown
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,86,94,98.0,2.76,3.5,2.82,,3.59,3.17,Unknown
18K563,IT TAKES A VILLAGE ACADEMY,28,80,75.0,3.44,1.14,3.94,,2.79,1.57,Unknown
18K566,BROOKLYN GENERATION SCHOOL,31,89,81.0,3.85,4.01,3.76,,4.15,3.86,Unknown
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,47,84,79.0,3.06,3.01,2.04,,3.31,2.86,Unknown
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,26,61,82.0,3.0,3.34,3.12,,3.71,3.29,Unknown
18K576,VICTORY COLLEGIATE HIGH SCHOOL,9,87,60.0,3.81,3.37,4.41,,3.67,3.59,Unknown
18K578,BROOKLYN BRIDGE ACADEMY,87,88,72.0,3.67,2.02,3.3,,4.45,3.23,Unknown
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,35,100,87.0,3.91,4.01,3.69,,3.09,3.27,Unknown
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,30,95,99.0,3.55,3.68,3.28,,3.67,3.85,Unknown
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,4,95,58.0,3.42,3.24,3.31,,4.21,4.0,Unknown
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,29,100,94.0,3.06,3.04,2.61,,3.48,3.25,Unknown
18K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,23,72,92.0,3.37,3.66,3.8,,4.59,3.83,Unknown
18K635,OLYMPUS ACADEMY,42,88,82.0,3.61,3.76,3.18,,2.1,4.04,Unknown
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,73,100,93.0,,,,,,4.44,Unknown
18K642,URBAN ACTION ACADEMY,26,95,88.0,2.9,3.09,3.53,,2.9,2.28,Unknown
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,18,95,65.0,4.51,4.28,4.41,,4.25,4.23,Unknown
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,40,100,98.0,3.9,4.49,4.49,,4.03,4.29,Unknown
18K922,SOUTH SHORE EDUCATIONAL COMPLEX YABC,58,71,2.0,4.71,4.99,3.45,,4.99,4.99,Unknown
19K007,P.S. 007 ABRAHAM LINCOLN,88,95,,3.29,3.49,3.38,,4.32,3.73,Unknown
19K013,P.S. 013 ROBERTO CLEMENTE,82,100,,3.88,3.92,4.05,,4.15,3.75,Unknown
19K065,P.S. 065,100,100,,4.84,4.9,4.49,,4.57,4.76,Unknown
19K089,P.S. 089 CYPRESS HILLS,84,96,99.0,4.39,4.26,3.53,,4.4,4.17,Unknown
19K108,P.S. 108 SAL ABBRACCIAMENTO,100,100,,3.85,3.28,4.59,,4.4,3.11,Unknown
19K149,P.S. 149 DANNY KAYE,83,91,,4.32,4.17,4.32,,3.98,3.64,Unknown
19K158,P.S. 158 WARWICK,30,74,,2.79,1.44,3.22,,3.38,1.73,Unknown
19K159,P.S. 159 ISAAC PITKIN,57,96,,,,,,,4.37,Unknown
19K171,I.S. 171 ABRAHAM LINCOLN,44,100,97.0,3.67,3.53,2.75,,3.55,3.69,Unknown
19K190,P.S. 190 SHEFFIELD,34,93,,3.63,3.9,3.69,,3.84,4.44,Unknown
19K202,P.S. 202 ERNEST S. JENKYNS,100,70,,2.47,3.25,2.52,,4.01,3.1,Unknown
19K213,P.S. 213 NEW LOTS,55,86,,2.59,2.16,2.56,,3.16,2.25,Unknown
19K214,P.S. 214 MICHAEL FRIEDSAM,50,91,,2.81,2.62,2.61,,3.67,3.5,Unknown
19K218,J.H.S. 218 JAMES P. SINNOTT,33,92,92.0,3.42,3.06,2.76,,3.15,3.51,Unknown
19K224,P.S. 224 HALE A. WOODRUFF,63,91,,3.68,3.53,3.22,,3.42,3.55,Unknown
19K273,P.S. 273 WORTMAN,65,81,,3.1,3.14,3.1,,3.67,3.5,Unknown
19K290,P.S. 290 JUAN MOREL CAMPOS,46,48,,3.45,3.4,3.92,,3.89,2.9,Unknown
19K292,J.H.S. 292 MARGARET S. DOUGLAS,59,93,91.0,2.84,3.43,3.36,,2.65,3.22,Unknown
19K306,P.S. 306 ETHAN ALLEN,77,83,,3.7,3.74,2.84,,3.84,4.23,Unknown
19K325,THE FRESH CREEK SCHOOL,95,100,,,,,,,2.51,Unknown
19K328,P.S. 328 PHYLLIS WHEATLEY,91,67,,2.6,2.74,3.48,,3.42,2.55,Unknown
19K345,P.S. 345 PATROLMAN ROBERT BOLDEN,84,93,,2.85,2.77,2.37,,4.1,2.79,Unknown
19K346,P.S. 346 ABE STARK,63,79,,3.75,3.01,2.81,,4.1,3.9,Unknown
19K364,I.S. 364 GATEWAY,53,85,95.0,2.86,3.47,2.82,,3.6,2.8,Unknown
19K404,ACADEMY FOR YOUNG WRITERS,14,84,74.0,3.22,3.45,3.48,,4.08,3.12,Unknown
19K409,EAST NEW YORK FAMILY ACADEMY,45,49,86.0,4.09,4.27,3.71,,4.01,4.08,Unknown
19K422,SPRING CREEK COMMUNITY SCHOOL,19,85,86.0,3.68,3.75,3.81,,3.51,2.72,Unknown
19K431,THOMAS JEFFERSON YABC,6,70,67.0,3.85,2.86,3.91,,3.8,3.96,Unknown
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,98,92,92.0,,,,,,4.14,Unknown
19K501,FRANKLIN K. LANE CAMPUS YABC,82,71,89.0,4.19,4.45,3.55,,3.55,3.28,Unknown
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,18,95,69.0,3.75,3.82,2.87,,4.21,3.92,Unknown
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,32,93,81.0,3.18,3.18,2.73,,3.56,3.84,Unknown
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,56,83,85.0,,,,,,3.46,Unknown
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,38,95,93.0,3.32,3.77,2.33,,2.91,3.73,Unknown
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,70,100,,3.49,3.43,3.67,,4.23,3.8,Unknown
19K583,MULTICULTURAL HIGH SCHOOL,40,91,88.0,4.21,3.87,3.6,,4.23,3.8,Unknown
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,27,94,63.0,3.3,3.47,2.73,,3.08,3.16,Unknown
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,16,86,90.0,4.15,3.64,4.32,,4.15,3.79,Unknown
19K639,BROOKLYN LAB SCHOOL,28,94,55.0,3.63,3.78,2.72,,3.61,3.7,Unknown
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,64,96,91.0,3.97,4.43,3.7,,2.96,4.16,Unknown
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,18,95,76.0,4.05,3.72,3.57,,4.2,4.05,Unknown
19K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,39,68,84.0,3.74,3.7,2.84,,3.79,3.89,Unknown
